House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
6,Coconutbelt Lane,Janet,Burgess,61,Head,Married,Female,Trade union research officer,None,None
6,Coconutbelt Lane,Mitchell,Burgess,62,Husband,Married,Male,Quarry manager,None,None
6,Coconutbelt Lane,Jeffrey,Burgess,43,Son,Single,Male,Toxicologist,None,None
6,Coconutbelt Lane,Oliver,Burgess,41,Son,Divorced,Male,Press sub,None,None
7,Coconutbelt Lane,Kim,James,66,Head,Divorced,Female,Special effects artist,None,Christian
7,Coconutbelt Lane,Annette,James,34,Daughter,Single,Female,Unemployed,None,Christian
7,Coconutbelt Lane,Mohammad,James,30,Son,Single,Male,"Development worker, international aid",None,None
7,Coconutbelt Lane,Kyle,James,27,Son,Single,Male,Communications engineer,None,None
8,Coconutbelt Lane,Hayley,Hopkins,37,Head,Single,Female,Unemployed,None,None
8,Coconutbelt Lane,Alex,Day,38,Partner,Single,Male,Research scientist (physical sciences),None,None
8,Coconutbelt Lane,Heather,Cook,18,Visitor,Single,Female,Student,None,NA
9,Coconutbelt Lane,Diane,Cook,31,Head,Divorced,Female,Actuary,None,None
9,Coconutbelt Lane,Frank,Bell,39,None,Single,Male,Psychotherapist,None,Christian
9,Coconutbelt Lane,Glenn,Parsons,24,None,Single,Male,Catering manager,None,None
9,Coconutbelt Lane,Margaret,Singh,35,None,Single,Female,Dietitian,None,None
10,Coconutbelt Lane,Alexandra,Barber,23,Head,Single,Female,Adult guidance worker,None,None
10,Coconutbelt Lane,Ryan,Bennett,23,None,Single,Male,Clothing/textile technologist,None,Catholic
10,Coconutbelt Lane,Eric,Gibson,63,None,Single,Male,"Journalist, newspaper",None,None
11,Coconutbelt Lane,Mohamed,Anderson,68,Head,Widowed,Male,Retired Land/geomatics surveyor,None,None
12,Coconutbelt Lane,Alan,Phillips,22,Head,Single,Male,University Student,None,Catholic
12,Coconutbelt Lane,Arthur,Savage,27,None,Single,Male,PhD Student,None,Methodist
12,Coconutbelt Lane,Samantha,Smith,21,None,Single,Female,University Student,None,Methodist
13,Coconutbelt Lane,Jayne,Oliver,59,Head,Widowed,Female,"Scientist, research (medical)",None,None
13,Coconutbelt Lane,Owen,Oliver,23,Son,Single,Male,Naval architect,None,None
13,Coconutbelt Lane,Hilary,Oliver,21,Daughter,Divorced,Female,University Student,None,None
14,Coconutbelt Lane,Abigail,Williams,30,Head,Single,Female,Unemployed,None,None
14,Coconutbelt Lane,Sophie,Baldwin,38,Lodger,Divorced,Female,Artist,None,Catholic
1,North Road,Rhys,Peacock,22,Head,Divorced,Male,University Student,None,Christian
2,North Road,Gregory,Clarke,24,Head,Single,Male,"Therapist, speech and language",None,None
2,North Road,Joel,Middleton,33,None,Single,Male,Fast food restaurant manager,None,None
3,North Road,Hollie,Owens,32,Head,Single,Female,Unemployed,None,None
3,North Road,Jason,Wheeler,46,None,Single,Male,Psychiatric nurse,None,None
3,North Road,Joe,Dawson,26,None,Single,Male,"Engineer, petroleum",None,Catholic
3,North Road,Yvonne,Griffiths,23,None,Single,Female,"Surveyor, building",None,None
4,North Road,Shannon,Scott,73,Head,Married,Female,"Retired Designer, textile",None,Christian
4,North Road,James,Scott,75,Husband,Married,Male,"Retired Surveyor, insurance",None,Christian
4,North Road,Stephen,Scott,35,Son,Single,Male,"Administrator, charities/voluntary organisations",None,None
4,North Road,Nicole,Scott,32,Daughter,Divorced,Female,"Administrator, education",None,Christian
4,North Road,Billy-Joel,Scott,28,Son,Single,Male,Unemployed,None,None
5,North Road,Holly,Scott,80,Head,Married,Female,Retired Sports therapist,None,None
5,North Road,Kenneth,Scott,82,Husband,Married,Male,"Retired Editor, magazine features",None,None
6,North Road,Peter,Marshall,41,Head,Single,Male,"Administrator, education",None,Christian
6,North Road,Wendy,Thomas,44,None,Single,Female,Building surveyor,None,None
6,North Road,Christine,Moore,47,None,Divorced,Female,Solicitor,None,Catholic
1,Hall Lane,Mohamed,Hall,59,Head,Married,Male,Clinical biochemist,None,Christian
1,Hall Lane,Victoria,Hall,60,Wife,Married,Female,Lawyer,None,Christian
2,Hall Lane,Sophie,Williams,56,Head,Married,Female,Aid worker,None,Christian
2,Hall Lane,Glen,Williams,59,Husband,Married,Male,Engineering geologist,None,Christian
2,Hall Lane,Julia,Williams,14,Daughter,NA,Female,Student,None,NA
3,Hall Lane,Diana,Gallagher,44,Head,Married,Female,Homeopath,None,Catholic
3,Hall Lane,Graham,Gallagher-Bates,49,Husband,Married,Male,Unemployed,None,None
3,Hall Lane,Abbie,Gallagher-Bates,5,Daughter,NA,Female,Student,None,NA
4,Hall Lane,Gerard,Sutton,60,Head,Divorced,Male,Industrial/product designer,None,None
4,Hall Lane,Barbara,Sutton,15,Granddaughter,NA,Female,Student,None,NA
4,Hall Lane,Derek,Sutton,12,Grandson,NA,Male,Student,None,NA
4,Hall Lane,Naomi,Sutton,8,Granddaughter,NA,Female,Student,None,NA
4,Hall Lane,Gerard,Sutton,7,Grandson,NA,Male,Student,None,NA
5,Hall Lane,Victoria,Price,39,Head,Single,Female,Public relations account executive,None,Catholic
5,Hall Lane,Elliot,Price,7,Son,NA,Male,Student,None,NA
6,Hall Lane,Ashley,Brady,41,Head,Married,Male,Mudlogger,None,Catholic
6,Hall Lane,Holly,Brady,39,Wife,Married,Female,"Pharmacist, hospital",None,Catholic
6,Hall Lane,Paula,Mistry-Brady,5,Daughter,NA,Female,Student,None,NA
6,Hall Lane,Barry,Mistry-Brady,5,Son,NA,Male,Student,None,NA
7,Hall Lane,Lynn,Steele,38,Head,Divorced,Female,Unemployed,None,None
8,Hall Lane,Joanne,Stevens,42,Head,Married,Female,Oncologist,None,None
8,Hall Lane,Adrian,Stevens,42,Husband,Married,Male,"Administrator, local government",None,None
8,Hall Lane,Max,Stevens,11,Son,NA,Male,Student,Unknown Infection,NA
8,Hall Lane,Angela,Stevens,7,Daughter,NA,Female,Student,None,NA
9,Hall Lane,Maria,Clarke,86,Head,Married,Female,Retired Secondary school teacher,None,None
9,Hall Lane,Scott,Clarke,91,Husband,Married,Male,Retired Primary school teacher,None,None
10,Hall Lane,Eleanor,Thomas,45,Head,Divorced,Female,Chartered management accountant,None,Methodist
10,Hall Lane,Adrian,Thomas,18,Son,Single,Male,Student,None,None
10,Hall Lane,Marcus,Thomas,18,Son,Single,Male,Student,None,None
10,Hall Lane,Samantha,Thomas,16,Daughter,NA,Female,Student,None,NA
10,Hall Lane,Oliver,Thomas,14,Son,NA,Male,Student,None,NA
11,Hall Lane,Sara,Bray,48,Head,Single,Female,"Engineer, petroleum",None,None
11,Hall Lane,Jay,Clarke,50,Partner,Single,Male,Unemployed,None,None
11,Hall Lane,Nicholas,Bray,29,Son,Single,Male,Sales executive,None,None
11,Hall Lane,Joyce,Bray,6,Daughter,NA,Female,Student,None,NA
12,Hall Lane,Roy,Jones,42,Head,Single,Male,Unemployed,None,None
13,Hall Lane,Terry,Young,83,Head,Widowed,Male,"Retired Engineer, energy",None,Christian
14,Hall Lane,Beverley,Matthews,23,Head,Single,Female,"Conservator, museum/gallery",None,None
15,Hall Lane,Charlotte,Lawrence,32,Head,Married,Female,Horticultural consultant,None,None
15,Hall Lane,Bryan,Lawrence,33,Husband,Married,Male,Games developer,None,None
15,Hall Lane,Colin,Lawrence,15,Son,NA,Male,Student,None,NA
15,Hall Lane,Ashley,Lawrence,14,Son,NA,Male,Student,None,NA
15,Hall Lane,Phillip,Lawrence,11,Son,NA,Male,Student,None,NA
16,Hall Lane,Danielle,Morgan,48,Head,Single,Female,Information systems manager,None,Christian
16,Hall Lane,Clive,Morgan,19,Son,Single,Male,University Student,None,Christian
16,Hall Lane,Graham,Morgan,15,Son,NA,Male,Student,None,NA
16,Hall Lane,Caroline,Morgan,12,Daughter,NA,Female,Student,None,NA
16,Hall Lane,Suzanne,Hall,9,Daughter,NA,Female,Student,None,NA
17,Hall Lane,Donald,Hutchinson,25,Head,Married,Male,PhD Student,None,Jewish
17,Hall Lane,Sharon,Hutchinson,33,Wife,Married,Female,Furniture designer,None,Jewish
1,George Pass,Nicola,Smart,65,Head,Divorced,Female,Aid worker,None,Christian
2,George Pass,Jill,Smith,34,Head,Single,Female,"Designer, blown glass/stained glass",None,Christian
2,George Pass,Martyn,Dale,36,Partner,Single,Male,Unemployed,None,None
2,George Pass,Donna,Smith,5,Daughter,NA,Female,Student,None,NA
3,George Pass,Barbara,Hunter,46,Head,Single,Female,Charity fundraiser,None,Catholic
4,George Pass,Brett,Hall,39,Head,Single,Male,Unemployed,None,None
4,George Pass,Marcus,Hall,12,Son,NA,Male,Student,None,NA
4,George Pass,Leslie,Hall,12,Son,NA,Male,Student,None,NA
5,George Pass,Kim,Lambert,53,Head,Single,Female,Farm manager,None,Christian
5,George Pass,Gerard,Lambert,32,Son,Single,Male,Restaurant manager,None,Christian
5,George Pass,Rita,Lambert,30,Daughter,Divorced,Female,Unemployed,None,Christian
6,George Pass,Kieran,Taylor,29,Head,Single,Male,Unemployed,None,Catholic
6,George Pass,Abdul,Hartley,32,Lodger,Single,Male,Risk manager,None,None
6,George Pass,Chloe,Warner,40,Visitor,Single,Female,Paediatric nurse,None,Christian
6,George Pass,Sheila,Fletcher,59,Lodger,Single,Female,"Surveyor, planning and development",None,Methodist
7,George Pass,Charlene,McCarthy,51,Head,Divorced,Female,Sports administrator,None,Muslim
8,George Pass,Roy,Carr,42,Head,Single,Male,Unemployed,None,None
8,George Pass,Denise,Carr,11,Step-Daughter,NA,Female,Student,None,NA
9,George Pass,Teresa,Whittaker,69,Head,Divorced,Female,Retired Brewing technologist,None,Catholic
9,George Pass,Chelsea,Whittaker,39,Daughter,Divorced,Female,"Engineer, drilling",None,Catholic
9,George Pass,Glen,Whittaker,35,Son,Single,Male,Financial adviser,None,Catholic
10,George Pass,Kyle,Evans,41,Head,Widowed,Male,Community development worker,None,None
11,George Pass,Mitchell,Brown,48,Head,Single,Male,Biomedical engineer,None,None
11,George Pass,Hayley,Brown,16,Step-Daughter,NA,Female,Student,None,NA
12,George Pass,Lauren,Bryan,34,Head,Single,Female,Contractor,None,Christian
13,George Pass,June,Kennedy,70,Head,Divorced,Female,Retired Chartered accountant,None,Muslim
14,George Pass,Glenn,Mann,82,Head,Single,Male,Retired Logistics and distribution manager,None,Christian
15,George Pass,Amy,Hayes,42,Head,Divorced,Female,Advertising copywriter,None,None
15,George Pass,Barry,Hayes,9,Son,NA,Male,Student,None,NA
15,George Pass,Jake,Hayes,9,Son,NA,Male,Student,None,NA
16,George Pass,Bethan,Lee,51,Head,Single,Female,Psychiatrist,None,Christian
17,George Pass,Beverley,Perkins,25,Head,Widowed,Female,Unemployed,None,Catholic
17,George Pass,Jake,Jackson,63,Lodger,Single,Male,Unemployed,None,Catholic
17,George Pass,Hazel,Jenkins,29,Lodger,Single,Female,Amenity horticulturist,None,Sikh
17,George Pass,Ryan,Robinson,60,Lodger,Divorced,Male,Community arts worker,None,Christian
18,George Pass,Dominic,John,72,Head,Widowed,Male,Retired Actuary,None,Christian
19,George Pass,Brenda,Ahmed,35,Head,Single,Female,Unemployed,None,Catholic
19,George Pass,Andrew,Fletcher,35,Partner,Single,Male,"Psychologist, forensic",None,Catholic
20,George Pass,Norman,Jones,65,Head,Widowed,Male,Aeronautical engineer,None,None
21,George Pass,Leon,Goddard,63,Head,Single,Male,Barrister's clerk,None,None
22,George Pass,Ricky,Scott,70,Head,Widowed,Male,"Retired Solicitor, Scotland",None,None
23,George Pass,Russell,Day,78,Head,Widowed,Male,Retired Retail buyer,None,None
24,George Pass,Gemma,Hall,30,Head,Divorced,Female,"Scientist, product/process development",None,None
25,George Pass,Connor,Jones,47,Head,Single,Male,"Engineer, civil (contracting)",None,None
26,George Pass,Tracy,Gardiner,19,Head,Married,Female,University Student,None,Muslim
26,George Pass,Roger,Gardiner,23,Husband,Married,Male,"Psychotherapist, child",None,None
27,George Pass,Anna,Jones,31,Head,Single,Female,Oncologist,None,None
1,Elizabeth Lane,Lauren,Pritchard,63,Head,Married,Female,IT sales professional,None,Methodist
1,Elizabeth Lane,Garry,Pritchard,64,Husband,Married,Male,Aeronautical engineer,None,Methodist
2,Elizabeth Lane,Linda,Rhodes,20,Head,Single,Female,University Student,None,Christian
2,Elizabeth Lane,Yvonne,Johnson,20,None,Single,Female,University Student,None,Christian
2,Elizabeth Lane,Reece,Turner,31,None,Single,Male,PhD Student,None,Catholic
3,Elizabeth Lane,Sharon,Smith,44,Head,Single,Female,Unemployed,None,Catholic
3,Elizabeth Lane,Alex,Smith,11,Son,NA,Male,Student,None,NA
4,Elizabeth Lane,Garry,Thomas,41,Head,Married,Male,Transport planner,None,Methodist
4,Elizabeth Lane,Carly,Thomas,36,Wife,Married,Female,Technical brewer,None,Methodist
4,Elizabeth Lane,Gary,Thomas,9,Son,NA,Male,Student,None,NA
4,Elizabeth Lane,Marie,Thomas,6,Daughter,NA,Female,Student,None,NA
5,Elizabeth Lane,Roy,Owen,63,Head,Married,Male,Database administrator,None,Jewish
5,Elizabeth Lane,Kate,Owen,62,Wife,Married,Female,"Conservation officer, nature",None,Jewish
5,Elizabeth Lane,Marion,Owen,32,Daughter,Single,Female,Arts development officer,None,None
5,Elizabeth Lane,Naomi,Owen,10,Daughter,NA,Female,Student,None,NA
6,Elizabeth Lane,Alison,Davies,57,Head,Married,Female,Unemployed,None,None
6,Elizabeth Lane,Danny,Davies,60,Husband,Married,Male,Licensed conveyancer,None,None
6,Elizabeth Lane,Amy,Davies,40,Daughter,Divorced,Female,Further education lecturer,None,None
7,Elizabeth Lane,Reece,Whittaker,29,Head,Single,Male,Catering manager,None,Christian
7,Elizabeth Lane,Hayley,Davies,27,Partner,Single,Female,Mudlogger,None,Christian
8,Elizabeth Lane,Donna,Lee,54,Head,Single,Female,Diplomatic Services operational officer,None,Christian
9,Elizabeth Lane,Emily,Dean,45,Head,Married,Female,"Scientist, water quality",None,Christian
9,Elizabeth Lane,Terry,Dean,45,Husband,Married,Male,Network engineer,None,Christian
9,Elizabeth Lane,Mark,Dean,19,Son,Single,Male,University Student,None,Christian
9,Elizabeth Lane,Alice,Dean,16,Daughter,NA,Female,Student,None,NA
10,Elizabeth Lane,Eleanor,Miller,58,Head,Divorced,Female,Unemployed,None,Christian
10,Elizabeth Lane,Lee,Miller,33,Son,Single,Male,Arboriculturist,None,Christian
11,Elizabeth Lane,Carol,Davis,48,Head,Single,Female,Human resources officer,None,None
11,Elizabeth Lane,Simon,Davis,7,Nephew,NA,Male,Student,None,NA
11,Elizabeth Lane,James,Davis,7,Nephew,NA,Male,Student,None,NA
12,Elizabeth Lane,Angela,Kelly,34,Head,Widowed,Female,Prison officer,None,Methodist
12,Elizabeth Lane,Rosie,Kelly,17,Daughter,NA,Female,Student,None,NA
13,Elizabeth Lane,Michael,Evans,46,Head,Single,Male,"Teacher, adult education",None,None
14,Elizabeth Lane,Laura,Walker,58,Head,Single,Female,Broadcast engineer,None,Christian
14,Elizabeth Lane,Gordon,Gibson,53,None,Single,Male,Printmaker,None,Methodist
15,Elizabeth Lane,Julia,Woodward,26,Head,Single,Female,Insurance account manager,None,None
16,Elizabeth Lane,Paige,Williams,36,Head,Married,Female,Economist,None,Christian
16,Elizabeth Lane,Robin,Williams,38,Husband,Married,Male,Homeopath,None,Christian
16,Elizabeth Lane,William,Williams,12,Son,NA,Male,Student,None,NA
16,Elizabeth Lane,Darren,Williams,12,Son,NA,Male,Student,None,NA
1,Belle Center,Ben,Marshall,48,Head,Married,Male,Town planner,None,Catholic
1,Belle Center,Suzanne,Marshall,44,Wife,Married,Female,"Psychotherapist, child",None,Catholic
2,Belle Center,Dennis,Edwards,25,Head,Divorced,Male,Unemployed,None,Christian
3,Belle Center,Trevor,Booth,55,Head,Widowed,Male,Film/video editor,None,Christian
3,Belle Center,Barbara,Booth,28,Daughter,Divorced,Female,Mining engineer,None,Christian
3,Belle Center,Joel,Booth,27,Son,Widowed,Male,Unemployed,None,Christian
4,Belle Center,James,Daly,79,Head,Married,Male,Retired Research scientist (life sciences),None,Christian
4,Belle Center,Jane,Daly,76,Wife,Married,Female,"Retired Designer, graphic",None,Christian
5,Belle Center,Natalie,White,72,Head,Married,Female,Retired Merchant navy officer,None,Christian
5,Belle Center,Trevor,White,73,Husband,Married,Male,Retired Charity officer,None,Christian
5,Belle Center,Leon,White,24,Grandson,Single,Male,Consulting civil engineer,None,Christian
5,Belle Center,Tracey,White,24,Granddaughter,Single,Female,Lobbyist,None,Christian
5,Belle Center,Graham,White,21,Grandson,Single,Male,University Student,None,Christian
6,Belle Center,Gary,Briggs,86,Head,Married,Male,Retired Audiological scientist,None,None
6,Belle Center,Clare,Briggs,84,Wife,Married,Female,"Retired Librarian, public",None,None
7,Belle Center,Elizabeth,Hall,32,Head,Single,Female,"Scientist, water quality",None,Methodist
7,Belle Center,Kim,Hall,4,Daughter,NA,Female,Child,None,NA
8,Belle Center,Dean,Richards,56,Head,Married,Male,"Designer, fashion/clothing",None,None
8,Belle Center,Diane,Richards,55,Wife,Married,Female,Tax inspector,None,None
9,Belle Center,Mary,Smith,68,Head,Married,Female,Retired Personnel officer,None,None
9,Belle Center,Sam,Smith,70,Husband,Married,Male,Retired Medical secretary,None,None
10,Belle Center,Katy,Hall,58,Head,Divorced,Female,Unemployed,None,Methodist
10,Belle Center,Joan,Hall,19,Daughter,Single,Female,University Student,None,None
10,Belle Center,Jeffrey,Hall,15,Son,NA,Male,Student,None,NA
11,Belle Center,Jean,Edwards,43,Head,Divorced,Female,Trade mark attorney,None,None
11,Belle Center,Natalie,Edwards,3,Daughter,NA,Female,Child,None,NA
12,Belle Center,Patrick,Leach,78,Head,Married,Male,Retired Leisure centre manager,None,Methodist
12,Belle Center,Yvonne,Leach,75,Wife,Married,Female,Retired Professor Emeritus,None,None
13,Belle Center,Lauren,Hall,22,Head,Married,Female,University Student,None,None
13,Belle Center,Vincent,Hall,26,Husband,Married,Male,Research scientist (life sciences),None,None
13,Belle Center,Shirley,Hall,4,Daughter,NA,Female,Child,None,NA
14,Belle Center,Donna,Jackson,70,Head,Divorced,Female,"Retired Accountant, chartered certified",None,Methodist
14,Belle Center,Paige,Jackson,37,Daughter,Divorced,Female,Dispensing optician,None,Methodist
15,Belle Center,Jayne,Burgess,60,Head,Married,Female,"Librarian, academic",None,Christian
15,Belle Center,Sarah,Burgess,62,Wife,Married,Female,"Investment banker, corporate",None,None
15,Belle Center,Fiona,Lewis-Burgess,22,Daughter,Single,Female,University Student,None,Christian
15,Belle Center,Brenda,Lewis-Burgess,20,Daughter,Single,Female,University Student,None,Christian
15,Belle Center,Reece,Lewis-Burgess,18,Son,Single,Male,Student,None,Christian
15,Belle Center,Graeme,Lewis-Burgess,10,Son,NA,Male,Student,None,NA
16,Belle Center,Annette,Kennedy,27,Head,Divorced,Female,Applications developer,None,None
16,Belle Center,Jayne,Kennedy,5,Daughter,NA,Female,Student,None,NA
16,Belle Center,Amanda,Kennedy,4,Daughter,NA,Female,Child,None,NA
16,Belle Center,Robin,Kennedy,1,Son,NA,Male,Child,None,NA
17,Belle Center,Ann,Carter,49,Head,Married,Female,Counsellor,None,Christian
